COMMANDE;CO-CLIENT;CLIENT;PLAN;Designation;QT;Prix Unitaire;Prix Total;Matière;Epaisseur;DATE CLIENT;DATE CONFIRM;ETUDE;EXPEDIER;STOCK;TRUMPH 1;SEM PROD;TPS PRODUIT L;EBAVURAGE;Orbitale;Ebav. Chants;Sup Micro attache;Tribofinition;SEM PROD;TPS PRODUIT E;PARACHEVEMENT;Perçage;Taraudage;Fraisurage;Insert;SEM PROD;TPS PRODUIT P;PLIAGE;Nbr d'Op;SEM PROD;TPS PRODUIT PL;SOUDURE MIG;SEM PROD;TPS PRODUIT S;SOUDURE TIG;SEM PROD;TPS PRODUIT S;ZINGAGE;SBG;PASSIVATION;COLOR +;IOPP;RANCE SABLAGE;AUT;CHAMPALAUNE;ALETRU;CUIVRINOX;MANCHINOX;HAVARD;PIFAUDAIS;ATMM;AUTRE SST;MISE A DISPO;TRANSPORTEUR;COMMENTAIRES;POIDS
;;FEGE SAS;07-113-201-C;;2;88.74;177.47;INOX 304 lac;5;;;;;;0.18;;;0;;;;;;;0;;;;;;;0.14;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;36.48
;;FEGE SAS;07-113-202-C;;2;88.74;177.47;INOX 304 lac;5;;;;;;0.18;;;0;;;;;;;0;;;;;;;0.14;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;36.48
;;FEGE SAS;07-113-108-C;;36;8.34;300.24;INOX 304 lac;5;;;;;;0.5;;;0;;;;;;;3.66;1;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;Taraudage;
;;FEGE SAS;07-113-423-A;;4;25.58;102.32;INOX 304 lac;5;;;;;;0.07;;;0;;;;;;;0;;;;;;;0.15;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;20.72
;;FEGE SAS;12-164-5213-A;;8;23.86;190.87;INOX 304 lac;5;;;;;;0.16;;;0;;;;;;;0;;;;;;;0.21;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;;39.62
;;FEGE SAS;07-113-111-C;;4;7.59;30.38;INOX 304 lac;5;;;;;;0.04;;;0;;;;;;;0.31;;;;;;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Taraudage;3
;;FEGE SAS;07-113-218;;2;44.26;88.52;INOX 304 lac;4;;;;;;0.05;;;0;;;;;;;0;;;;;;;0.13;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;16.83
;;FEGE SAS;12-164-5102-01;;4;47.99;191.95;INOX 304 lac;4;;;;;;0.09;;;0;;;;;;;0;;;;;;;0.13;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;40.42
;;FEGE SAS;12-164-5102-04;;4;6.44;25.75;INOX 304 lac;4;;;;;;0.02;;;0;;;;;;;0;;;;;;;0.13;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;3.19
;;FEGE SAS;12-164-5102-05;;8;5.32;42.54;INOX 304 lac;4;;;;;;0.04;;;0;;;;;;;0;;;;;;;0.16;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;6.33
;;FEGE SAS;12-164-5102-08;;4;8.56;34.23;INOX 304 lac;4;;;;;;0.04;;;0;;;;;;;0;;;;;;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;;6.96
;;FEGE SAS;12-164-5212;;36;25.36;913.01;INOX 304 lac;4;;;;;;0.93;;;0;;;;;;;0;;;;;;;0.37;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;182.48
;;FEGE SAS;12-164-5714-A;;2;18.26;36.51;INOX 304 lac;4;;;;;;0.04;;;0;;;;;;;0;;;;;;;0.12;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;5.44
;;FEGE SAS;13-217-5111;;8;3.15;25.2;INOX 304 lac;4;;;;;;0.02;;;0;;;;;;;0.18;;;;;;;0.16;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage + taraudage;0.86
;;FEGE SAS;13-217-5112;;8;3.07;24.53;INOX 304 lac;4;;;;;;0.02;;;0;;;;;;;0.18;;;;;;;0.16;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage + taraudage;0.72
;;FEGE SAS;13-318-5102-10;;2;68.69;137.37;INOX 304 lac;4;;;;;;0.06;;;0;;;;;;;0;;;;;;;0.12;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;28.64
;;FEGE SAS;13-318-5102-11;;2;68.69;137.37;INOX 304 lac;4;;;;;;0.06;;;0;;;;;;;0;;;;;;;0.12;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;28.64
;;FEGE SAS;12-164-5102-06;;2;22.67;45.34;INOX 304 lac;4;;;;;;0.04;;;0;;;;;;;0;;;;;;;0.12;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;7.5
;;FEGE SAS;12-164-5102-07;;2;22.72;45.44;INOX 304 lac;4;;;;;;0.04;;;0;;;;;;;0;;;;;;;0.12;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;7.58
;;FEGE SAS;12-164-5102-09;;4;32.38;129.52;INOX 304 lac;4;;;;;;0.08;;;0;;;;;;;0;;;;;;;0.13;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;26.04
;;FEGE SAS;12-164-5713-A;;2;18.69;37.38;INOX 304 lac;4;;;;;;0.05;;;0;;;;;;;0;;;;;;;0.12;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;5.44
;;FEGE SAS;13-318-5102-02;;2;91.87;183.74;INOX 304 lac;4;;;;;;0.1;;;0;;;;;;;0;;;;;;;0.12;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;38.39
;;FEGE SAS;13-318-5102-03;;2;91.87;183.74;INOX 304 lac;4;;;;;;0.1;;;0;;;;;;;0;;;;;;;0.12;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;38.39
;;FEGE SAS;07-113-210-B;;2;58.3;116.6;INOX 304 lac;4;;;;;;0.08;;;0;;;;;;;0;;;;;;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;;25.24
;;FEGE SAS;12-164-5716-A;;2;33.37;66.74;INOX 304 lac;4;;;;;;0.08;;;0;;;;;;;0;;;;;;;0.13;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;11.14
;;FEGE SAS;12-164-5720;;6;45.44;272.62;INOX 304 lac;4;;;;;;0.28;;;0;;;;;;;0;;;;;;;0.18;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;53.06
;;FEGE SAS;07-113-401-C;;2;99.3;198.6;INOX 304 lac;4;;;;;;0.17;;;0;;;;;;;0;;;;;;;0.14;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;39.57
;;FEGE SAS;07-113-402-C;;2;99.3;198.6;INOX 304 lac;4;;;;;;0.17;;;0;;;;;;;0;;;;;;;0.14;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;39.57
;;FEGE SAS;12-164-5717-A;;2;33.37;66.75;INOX 304 lac;4;;;;;;0.08;;;0;;;;;;;0;;;;;;;0.13;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;11.14
;;FEGE SAS;10-174-5402-A;;2;69.48;138.95;INOX 304 lac;4;;;;;;0.11;;;0;;;;;;;0;;;;;;;0.14;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;27.08
;;FEGE SAS;07-113-310-C;;2;88.25;176.5;INOX 304 lac;4;;;;;;0.11;;;0;;;;;;;0;;;;;;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;;38.74
;;FEGE SAS;10-174-5401-A;;2;70.07;140.15;INOX 304 lac;4;;;;;;0.12;;;0;;;;;;;0;;;;;;;0.14;1;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;Pliage;27.08
;;FEGE SAS;10-174-5404;;2;60.96;121.92;INOX 304 lac;4;;;;;;0.09;;;0;;;;;;;0;;;;;;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;FRET;;26.42
